book_title,book_author,book_translator,book_pub_date,book_isbn
맛있는 디자인 포토샵 & 일러스트레이터 CC,"박정아 , 박효근 , 윤이사라(포완카) ",,2016-05-16,9788968482762
키노트 프레젠테이션(키노트 사용자를 위한 기본+활용법),윤춘근 ,,2011-11-21,9788979148787
MOS Excel 2007 Expert,"이지윤 , 김선희 ",,2013-08-21,9788998756567
만들면서 배우는 안드로이드 게임 프로그래밍(개정판),황동윤 ,,2013-06-20,9788968480249
R 병렬 프로그래밍 : 빅데이터 분석을 위한 R 멀티코어 병렬 처리,"Q. 에덴 맥컬럼 , 스테판 웨스턴 ",이영수 ,2013-06-28,9788968486364
맥 쓰는 사람들과 함께하는 Mac OS X 바이블,고래돌이(김상우) ,,2015-01-27,9788968481628
"IT CookBook, SQL Server로 배우는 데이터베이스 개론과 실습","박우창 , 남송휘 ",,2013-07-01,9788998756246
"IT CookBook, 프로그래밍 언어론 : 쉽게 배우는 언어의 원리와 구조","김종훈 , 김종진 ",,2013-07-02,9788998756437
오픈 소스 : 오픈 소스 혁명의 목소리 Vol 2,"에릭 스티븐 레이먼드 , 리처드 스톨먼 , 팀 오라일리 , 리누스 토발즈 ","송창훈 , 이기동 , 이만용 ",2013-09-06,9788968486456
회사에서 바로 통하는 액세스 2010,김재훈 ,,2011-01-05,9788979147841
HTML5 보일러플레이트 : 크로스 브라우징과 반응형 웹을 위한 어비의 노하우,송태민 ,,2013-06-30,9788968486395
회사에서 바로 통하는 액세스 2007,김재훈 ,,2008-01-28,9788979145359
"IT CookBook, 쉽게 배우는 알고리즘 : 관계 중심의 사고법",문병로 ,,2013-07-02,9788998756406
아두이노와 환경모니터링 : 직접 만든 아두이노 기기로 환경 지키기,"패트릭 디 저스토 , 에밀리 거츠 ",이영수 ,2013-06-26,9788968486388
"IT CookBook, 자바로 배우는 쉬운 자료구조",이지영 ,,2013-07-02,9788998756420
"IT CookBook, 액세스 2007 for Beginner",박명철 ,,2008-12-28,9788979146097
"IT CookBook , 엑셀과 파워포인트 2016",김지연 ,,2017-12-27,9791156643760
"IT CookBook, 데이터베이스 개론",김연희 ,,2013-07-03,9788998756253
"IT CookBook, 엑셀 2016",김지연 ,,2018-06-29,9791156644057
자바 데이터베이스 API를 위한 스프링 데이터 핵심 노트,마드후수단 콘다 ,송지연 ,2013-07-22,9788968486371
실전 하둡 운용 가이드 : 대규모 하둡 클러스터 관리를 위한 필수 노하우,에릭 새머 ,장형석 ,2013-07-24,9788968480300
"IT CookBook, 데이터베이스 기초와 실습 : 액세스 2013",김지연 ,,2015-12-28,9791156642404
"IT CookBook, 컴파일러의 이해 : 내공 있는 프로그래머로 길러주는",박두순 ,,2016-01-02,9791156642411
초보자를 위한 Linux & Unix C 프로그래밍,"김종훈 , 김종진 , 김동균 ",,2003-08-19,8979142455
C++ AMP : Visual C++와 GPGPU를 이용한 대규모 병렬 프로그래밍,"케이트 그레고리 , 에이드 밀러 ",강권학 ,2013-07-16,9788968480256
맥 쓰는 사람들과 함께하는 macOS 시에라,고래돌이 ,,2017-02-15,9788968484582
맵리듀스 디자인 패턴 : 하둡과 빅데이터에 효과적인 6가지 방법론과 26가지 실용 패턴,"도널드 마이너 , 아담 슈크 ","이주열 , 오석근 ",2013-07-24,9788968480348
"IT CookBook, 초보자의 첫 번째 액세스 2007",최희식 ,,2009-11-05,9788979146967
맥 쓰는 사람들과 함께하는 macOS 하이 시에라,고래돌이 ,,2017-11-10,9791162240236
"IT CookBook, 유닉스 이론과 실습(개정판)","윤소정 , 이종원 ",,2013-07-28,9788998756512
"IT CookBook, 정보 보안 개론과 실습 : 네트워크 해킹과 보안(개정판)",양대일 ,,2013-07-24,9788998756321
"IT CookBook, 데이터베이스 관리와 실습(개정판) : MS SQL Server 2008",손광수 ,,2013-07-02,9788998756468
"IT CookBook, 쉽게 배우는 데이터 통신과 컴퓨터 네트워크",박기현 ,,2013-09-15,9788998756611
RT:FM 두 번째 이야기: 프로그래머로 사는 법,"윤인성 , 김현수 , 유영창 , 이고잉 , 명승은 , 이철혁 ",,2013-07-25,9788968486425
"IT CookBook, HTML5 웹 프로그래밍 입문",윤인성 ,,2013-07-25,9788998756277
"IT CookBook, 웹 기획 기초와 설계(개정판) : 웹 사이트, 인터페이스, 디자인",강은정 ,,2013-09-15,9788998756604
일주일 만에 끝내는 하이버네이트,마드후수단 콘다 ,송기용 ,2014-11-05,9788968487224
케스케이딩 완벽 가이드 : 빅데이터 분석을 위한 하둡 워크플로우 관리 도구,파코 네이선 ,"오세봉 , 장정호 ",2014-01-17,9788968480775
컴파일러 구조와 원리,아오키 미네로우 ,이영희 ,2010-09-06,9788979147681
OpenCV 제대로 배우기,"개리 로스트 브라드스키 , 에이드리안 캘러 ",황선규 ,2009-09-18,9788979146943
"IT CookBook, 정보 보안 개론(개정판) : 한 권으로 배우는 보안 이론의 모든 것",양대일 ,,2013-07-02,9788998756260
DirectX 11을 이용한 3D 게임 프로그래밍 입문,프랭크 D. 루나 ,류광 ,2013-10-11,9788968480577
OpenGL Super Bible(개정6판),"그라함 샐러스 , 리처드 S. 라이트 주니어 , 니콜라스 히멜 ","이중기 , 최지호 ",2015-07-23,9788968482045
테크니컬 아티스트를 위한 최고의 교과서 : 내공 있는 CG 아티스트로 이끌어주는 체계적인 입문서,"카츠라 요스케 , 요츠쿠라 타츠오 , 마크 살바티 ",서재우 ,2014-05-16,9788968481017
하이브 완벽 가이드: 하둡을 이용한 SQL 기반 빅데이터 분석 도구,"에드워드 카프리올로 , 딘 웜플러 , 제이슨 러더글렌 ",오세봉 외 ,2013-03-28,9788968480072
"IT CookBook, 유닉스 시스템 프로그래밍",이종원 ,,2010-01-12,9788979147155
"MongoDB 몽고디비 완벽 가이드 : 페이스북, 트위터가 선택한 NoSQL의 진수를 만나다! (개정2판)",크리스티나 초도로우 ,"이승구 , 김인범 ",2014-04-24,9788968480959
iOS 빌드와 릴리스 - 빌드 자동화와 배포,론 로슈 ,이연진 ,2013-10-02,9788968486463
"스프링3 입문 : 스프링3.1 지원, 스트럿츠, 하이버네이트, 마이바티스 연계","하세가와 유이치 , 오오노 와타루 , 토키 코헤이 ",김성재 ,2013-10-10,9788968480515
미디어 2.0 : 미디어 플랫폼의 진화,명승은 ,,2008-03-28,9788979145526
실시간 분석의 모든 것: 스트리밍 데이터 분석 및 시각화 시스템 구축 가이드,바이런 엘리스 ,이상훈 ,2015-12-11,9788968482298
게임 매니악스 슈팅 게임 알고리즘,"마츠우라 켄이치로 , 츠카사 유키 ",손정도 ,2013-10-17,9788968480539
좋은 코딩 나쁜 코딩 : 단순한 코드가 좋은 코드다 (2판),박진수 ,,2013-10-10,9788968480560
"IT CookBook, 웹 디자인 이론과 실습",강은정 ,,2017-06-05,9791156643258
"IT CookBook, 쉽게 배우는 데이터 통신과 컴퓨터 네트워크 (개정판)",박기현 ,,2016-12-26,9791156643043
Designing Web Navigation : 사용자 경험 최적화를 위한 웹 내비게이션 설계 원칙,제임스 콜백 ,김소영 ,2008-03-01,9788979145588
모바일 보일러플레이트 : 모바일 웹 개발 실무를 위한 어비의 노하우,송태민 ,,2013-10-20,9788968486487
DirectX 12를 이용한 3D 게임 프로그래밍 입문,프랭크 D. 루나 ,류광 ,2017-05-25,9788968487798
"IT EXPERT, 3D 게임 프로그래밍(개정판)",김용준 ,,2010-04-28,9788979147339
하둡 완벽 가이드 : 클라우드 컴퓨팅 구축을 위한 실전 안내서(개정3판),톰 화이트 ,"심탁길 , 김우현 ",2013-06-22,9788968480201
인터랙티브 디벨로퍼: 구글 엔지니어의 포트폴리오,김종민 ,,2015-07-24,9788968481840
전문가를 위한 C++ : C++ 11을 대하는 유쾌한 방법(개정판 2권),"마크 그레고리 , 니콜라스 솔터 , 스캇 클레퍼 ",권오인 ,2013-10-17,9788968480393
만들면서 배우는 Cocos2d-x 멀티 플랫폼 게임 프로그래밍(퍼즐 & 슈팅),노재현 ,,2013-10-26,9788968480447
TopCoder 탑코더 알고리즘 트레이닝,타카하시 나오히로 ,윤인성 ,2013-10-28,9788968480553
파이썬 라이브러리를 활용한 데이터 분석(수정보완판),웨스 맥키니(Wes Mckinney) ,김영근 ,2013-10-26,9788968480478
린 UX : 린과 애자일 그리고 진화하는 사용자 경험,"제프 고델프 , 조시 세이던 ",김수영 ,2013-10-25,9788968480485
Thinking About : C++11 STL 프로그래밍,최흥배 ,,2013-10-31,9788968486500
R로 하는 데이터 시각화 : 고객을 설득하는 데이터 시각화 실전 노하우,전희원 ,,2013-10-30,9788968486494
"루아 프로그래밍 가이드 : WOW, 앵그리버드에서 사용한 쉽고 빠른 스크립트 언어",Lua.org ,권상구 ,2013-11-14,9788968486517
자바 세상의 빌드를 이끄는 메이븐,박재성 ,,2011-03-17,9788979148138
스프링4 입문,"하세가와 유이치 , 오오노 와타루 , 토키 코헤이 ","권은철 , 전민수 ",2017-11-01,9791162240212
자바 네트워크 소녀 네티,정경석 ,,2015-10-22,9788968482243
TDD에 대한 오해와 진실 TDD 이야기 : 당신이 TDD에 실패한 이유,"신정호 , 박상오 , 이규일 , 전우균 , 조건희 ",,2013-11-18,9788968486524
빅데이터 처리를 위한 웹 개발 노하우 MongoDB와 PHP,스티브 프랜시아 ,최병현 ,2013-01-07,9788979149951
AngularJS 활용편 : MVC 패턴을 구현하는 자바스크립트 프레임워크,"브래드 그린 , 샤이엄 세샤드리 ",김지원 ,2013-09-13,9788968486432
Thinking About: C++ STL 프로그래밍,최흥배 ,,2012-12-21,9788979149937
"IT EXPERT, ARM으로 배우는 임베디드 리눅스 시스템 : CPU에서 안드로이드까지 총망라! (개정판)",안효복 ,,2013-12-10,9788968480683
빅데이터의 충격: 거대한 데이터의 파도가 사업 전략을 바꾼다!,시로타 마코토 ,김성재 ,2013-01-26,9788979144338
읽기 좋은 자바스크립트 코딩 기법: 유지보수가 쉬운 코드로 팀의 생산성을 높이자,니콜라스 자카스 ,김광호 ,2013-01-26,9788979149883
안전한 API 인증과 권한 부여를 위한 클라이언트 프로그래밍 OAuth 2.0,라이언 보이드 ,이정림 ,2013-01-25,9788979149944
인터랙티브 웹디자인북: 웹디자이너를 위한 HTML5+CSS3+jQuery 사용설명서,최성일 ,,2015-04-27,9788968481895
만들면서 배우는 유니티 게임 프로그래밍 : 3D 액션 대전 게임 + NGUI 2.5D 러닝 게임,송용성 ,,2014-09-02,9788968481246
만들면서 배우는 언리얼 게임 프로그래밍 : 횡 스크롤 액션 게임 + 타워 디펜스 TPS 액션 게임,"오사와 료스케 , 이즈카 켄스케 ",윤준 ,2015-04-27,9788968481956
당신의 프로그래밍에 디버깅 더하기 : Visual C++ 디버깅 기초에서 고급까지,최흥배 ,,2014-11-21,9788968486586
하둡 완벽 가이드(4판),톰 화이트 ,"장형석 , 장정호 , 임상배 , 김훈동 ",2017-03-01,9788968484599
POCO를 이용한 C++ 네트워크 프로그래밍,최흥배 ,,2017-04-28,9788968488498
모던 C++ : C++14의 핵심 기능을 중심으로,최흥배 ,,2015-03-31,9788968487460
HBase 완벽 가이드: 하둡 환경에서 실시간 빅데이터 랜덤 엑세스를 제공하는 클라우드 NoSQL,라스 조지 ,이진석 ,2013-01-26,9788979148381
"jQuery 최고의 교과서 : 디자이너, 퍼블리셔, 개발자를 위한 처음 시작하는 제이쿼리",주식회사 시프트브레인 ,송태민(어비) ,2015-01-28,9788968481574
"이것이 레디스다 : 초고속 읽기 쓰기를 제공하는 인메모리 기반 NoSQL, Redis",정경석 ,,2013-11-28,9788968480591
"레거시 코드를 클린 코드로 누구나 쉽게, 리팩토링","정승욱 , 김태환 , 박승규 , 신정호 , 이규일 ",,2014-11-18,9788968486746
마이크로서비스 아키텍처 구축,샘 뉴먼 ,정성권 ,2017-03-01,9788968483417
"Blog2Book, 임베디드 프로그래밍 C 코드 최적화",김유진 ,,2008-02-28,9788979145465
"MySQL Troubleshooting : 쿼리 문제, 원인을 알면 해결은 쉽다",스베타 스머노바(Sveta Smirnova) ,강권학 ,2013-02-07,9788979149999
실전 스프링 부트 워크북,펠리페 구티에레스 ,이일웅 ,2017-06-01,9788968487590
"IT CookBook, 운영체제(개정판) : 그림으로 배우는 원리와 구조",구현회 ,,2013-07-28,9788998756413
빅데이터로 일하는 기술 : 감이 아닌 과학으로 성공하는 빅데이터 구축 및 활용 가이드,장동인 ,,2014-12-27,9788968481376
초보자를 위한 유니티 5 입문 : 설치에서 3D와 2D 게임까지,"아라카와 다쿠야 , 아사노 유이치 ",윤준 ,2016-01-19,9788968482502
디자인 패턴을 적용한 임베디드 시스템: 당신을 임베디드 전문가로 이끌어줄 꼼꼼한 멘토링,엘레시아 화이트 ,우정은 ,2013-06-22,9788968480195
유니티로 게임을 만드는 10가지 방법 : 장르별 게임 알고리즘 가이드,가토 마사키 ,고승희 ,2014-03-17,9788968480874
"뇌를 자극하는 SQL Server 2012 (1권, 기본편)",우재남 ,,2013-02-13,9788979149920
Xen으로 배우는 가상화 기술의 이해 - CPU 가상화,"박은병 , 이상철 , 문대혁 , 김태훈 ",,2013-02-25,9788968486043
파이썬을 이용한 AWS 가이드 : 파이썬과 Boto로 클라우드 관리하기,미치 가나트 ,강권학 ,2013-01-31,9788979143683
윈도우 런타임을 이용한 실전 앱 개발 Windows 8 앱 개발 가이드,벤 듀이 ,이원영 ,2013-02-27,9788979143706
웹 엔지니어가 알아야 할 인프라의 기본,바바 토시아키 ,김병국 ,2015-06-28,9788968482014
프라이버시와 빅데이터 : 빅데이터 시대의 개인정보보호와 사생활,"테렌스 크레이그 , 메리 루들로프 ","이춘식 , 김정환 ",2013-03-11,9788968486036
실전 클라우드 VMware View 가상화,이토추 테크노 솔루션즈 ,김성재 ,2013-02-28,9788979149975
"임베디드 안드로이드 : 안드로이드 포팅, 확장, 커스터마이징하기",카림 야크무르 ,이성주 ,2015-03-09,9788968481772
"IT CookBook, 임베디드 리눅스 기초와 응용 : 인텔 PXA270 기반, VMWare 이용","우종정 , 사공준 ",,2007-08-02,9788979145083
마이크로서비스 아키텍처 구축,샘 뉴먼 ,정성권 ,2017-03-01,9788968483417
스위프트 프로그래밍,야곰 ,,2017-01-02,9788968484667
"IT CookBook, 컴퓨터 개론 : 쉽게 배우는 컴퓨터 기본 원리","김종훈 , 김종진 ",,2013-03-12,9788998756055
빅데이터 윤리 : 윤리적인 빅데이터 사용을 위한 정책 가이드,코드 데이비스 ,강석주 ,2013-03-11,9788979143690
"자바스크립트 웹 애플리케이션 : 제이쿼리, Node.js, 웹소켓, 스파인, 백본, 자바스크립트MVC",알렉스 맥카우 ,우정은 ,2012-06-18,9788979149258
JSP 바이블 STEP 01 : JSP 시작과 개발환경 구축,조효은 ,,2013-02-28,9788968486012
"도커 오케스트레이션 : 애플리케이션 빌드, 테스트, 배포의 통합 관리",슈리크리슈나 홀라 ,이기곤 ,2015-12-10,9788968487934
유니티로 게임을 만드는 10가지 방법,가토 마사키 ,고승희 ,2017-02-01,9788968484643
"IT CookBook, 멀티미디어 이해와 활용 : 디지털 생활과 연계된 실용 학습","김지현 , 김대영 ",,2013-03-20,9788998756130
"IT CookBook, 디지털 논리회로(개정판) : 이론, 실습, 시뮬레이션","임석구 , 홍경호 ",,2013-03-20,9788998756147
Xen으로 배우는 가상화 기술의 이해 - I/O 가상화,"문대혁 , 이상철 , 박은병 , 김태훈 ",,2013-03-29,9788968486067
안드로이드 멀티스레딩: 비동기 메커니즘으로 날렵하고 안정적인 앱 만들기,안데르스 예란손 ,한대희 ,2015-02-27,9788968481703
MySQL 퍼포먼스 최적화 : 실무 예제로 다가가는 MySQL 쿼리 작성,성동찬 ,,2013-03-29,9788968486029
안드로이드 시큐리티 인터널,니콜라이 옐렌코프 ,강권학 ,2015-06-27,9788968481970
"IT CookBook, C C++ 프로그래밍 : 프로그래밍 기초와 객체지향",김동근 ,,2013-03-12,9788998756086
Xen으로 배우는 가상화 기술의 이해 - 메모리 가상화,"박은병 , 이상철 , 문대혁 , 김태훈 ",,2013-03-15,9788968486050
임베디드 하드웨어 이해와 설계(개정판),존 캣솔리스 ,홍형경 ,2006-08-28,8979143958
Head First Data Analysis : 당신을 최고의 데이터 분석가로 이끌어줄 마법 같은 학습서,마이클 밀튼 ,김경태 ,2013-04-11,9788968480119
드루팔(Drupal) : 프로그래머를 위한 가이드,제니퍼 하지던 ,김지원 ,2013-04-30,9788968486081
Head First JavaScript : 대화형 웹 애플리케이션의 시작,마이클 모리슨 ,홍형경 ,2008-07-01,9788979145823
스마트러닝 콘텐츠 만들기,"배영권 , 도재춘 , 김달진 , 신승기 ",,2013-04-26,9788998756116
Head First HTML and CSS(개정판) : HTML5를 적용한 웹 제작 지침서,"엘리자베스 롭슨 , 에릭 프리먼 ","홍형경 , 우재남 ",2013-04-11,9788968480126
"IT CookBook, 스마트 시대의 멀티미디어 : 멀티미디어 기본 이론부터 최신 기술 동향까지","김용태 , 박길철 ",,2014-12-15,9791156641476
하루 만에 배우는 도커,나카이 에츠지 ,김성재 ,2016-01-22,9788968487965
풀스택 개발자를 위한 MEAN 스택 입문,"애덤 브레츠 , 콜린 J. 이릭 ",박재호 ,2015-08-27,9788968482182
빈과 컨테이너 중심으로 빠르게 배우는 스프링 핵심 노트,마드후수단 콘다 ,송지연 ,2013-05-10,9788968486104
처음 시작하는 정규표현식(Regular Expressions) : 언어와 플랫폼을 뛰어넘는 정규표현식을 만나다,마이클 피츠제럴드 ,"이수진 , 이성희 ",2013-04-11,9788968480133
"Blog2Book, 프로그래머가 몰랐던 멀티코어 CPU 이야기",김민장 ,,2010-05-20,9788979147407
"IT CookBook, PHP 프로그래밍 입문(개정판)",황재호 ,,2013-05-28,9788998756208
"IT CookBook, C 프로그래밍","강동진, 하숙정, 임수연, 송무희, 박보석 ",,2013-03-20,9788998756161
EAI 패턴과 메시징 시스템 개발을 위한 스프링 인티그레이션 핵심 노트,마드후수단 콘다 ,송지연 ,2013-05-28,9788968486128
클라이언트-서버 웹 앱 만들기: 자바와 자바스크립트로 배우는 모던 웹 앱 개발,캐지미어 새터노스 ,김은정 ,2014-10-17,9788968481345
"모던 웹을 위한 Node.js 프로그래밍(개정판) : 페이스북, 월마트, 링크드인이 선택한 자바스크립트 + 노드제이에스 서버 프로그래밍",윤인성 ,,2013-09-03,9788968480430
IT 거버넌스 : 비즈니스 목표 달성을 위한 IT 전략,스티븐 로메로 ,서기운 ,2013-05-15,9788979149968
데이터/수치 분석을 위한 파이썬 라이브러리 SciPy와 NumPy,엘리 브레설트 ,이성주 ,2013-05-29,9788968486135
성능을 100% 끌어내는 멀티코어 애플리케이션 프로그래밍,대릴 고브 ,권오인 ,2012-06-28,9788979149289
Boost.Asio를 이용한 네트워크 프로그래밍,최흥배 ,,2013-06-04,9788968486111
"데이터과학 입문: 구글, MS, 이베이 데이터과학자에게 배우다","레이철 슈트 , 캐시 오닐 ","윤영민 , 허선 , 전희주 , 김정일 , 류자현 ",2014-10-28,9788968481352
"IT CookBook, C++ 하이킹 : 객체지향과 만나는 여행","성윤정 , 김태은 ",,2013-06-19,9788998756215
"IT CookBook, 쉬운 영어로 읽는 최신 전산 영어(개정판)",조준모 ,,2013-03-20,9788998756178
"모던 웹을 요리하는 초간편 HTML5 Cookbook : 자바스크립트 API, 로컬 저장소, 접근성, 지오로케이션","크리스토퍼 슈미트 , 카일 심슨 ",한선용 ,2012-08-17,9788979149401
안드로이드의 모든 것 NDK: C/C++을 이용한 안드로이드 앱 개발 방법,"고현철 , 전호철 ",,2012-09-17,9788979149593
셰이더 프로그래밍 입문,Pope Kim ,,2012-08-26,9788979149494
"하이브리드 앱을 구현하는 기술 : HTML5, 자바스크립트, 코도바(폰갭)로 만드는 안드로이드와 iOS 앱 개발","구보타 미츠노리 , 아시알 주식회사 ",김성재 ,2015-02-17,9788968481680
자바 개발자를 위한 함수형 프로그래밍,딘 왐플러 ,임백준 ,2012-09-19,9788979149678
우분투 환경에서 C 언어로 배우는 리눅스 프로그래밍,이이오 준 ,김성재 ,2012-09-24,9788979149531
Head First Mobile Web: 웹앱으로 진화하는 모바일 웹 개발,"리자 데인저 가드너 , 제이슨 그릭스비 ","이수진 , 이성희 ",2012-09-24,9788979149548
웹 프로그래머를 위한 서블릿 컨테이너의 이해,최희탁 ,,2012-09-28,9788979149685
만들면서 배우는 인터프리터: 컴파일러 이론으로 만드는 나만의 스크립트 언어,하야시 하루히코 ,김성재 ,2012-10-12,9788979149043
Hello Coding HTML5+CSS3,황재호 ,,2018-03-02,9791162240502
프로그래머로 사는 법: 프로그래머의 길을 걸어가는 당신을 위한 안내서,샘 라이트스톤 ,서환수 ,2012-10-17,9788979149623
리팩토링: 코드 품질을 개선하는 객체지향 사고법,마틴 파울러 ,김지원 ,2012-11-01,9788979149715
린 스타트업: 실리콘밸리를 뒤흔든 IT 창업 가이드,애시 모리아 ,위선주 ,2012-11-17,9788979149692
자바스크립트와 SVG로 쉽게 만드는 웹 기반 데이터 비주얼라이제이션 D3,마이크 드워 ,양성일 ,2012-11-16,9788979149777
일관성 있는 웹 서비스 인터페이스 설계를 위한 REST API 디자인 규칙,마크 마세 ,"권원상 , 김관래 ",2012-10-18,9788979149456
머하웃 완벽 가이드(Mahout in Action): 하둡에 딱 맞는 빅데이터를 활용한 기계학습,"션 오웬 , 로빈 애닐 , 테드더닝 , 엘렌 프리드만 ",안태성 ,2012-10-23,9788979149609
만들면서 배우는 리스프 프로그래밍: Land of LISP,콘래드 바스키 ,조태훈 ,2011-11-18,9788979148756
English for Developers: IT 트렌드로 배우는 개발자 영어 독해,"박재호 , 이해영 ",,2015-08-27,9788968482199
사전처럼 바로 찾아 쓰는 HTML5 핵심 API,하타노 후토미 ,윤준 ,2011-12-01,9788979148732
HTML5 Canvas : 웹의 한계를 캔버스로 뛰어 넘는다,"스티브 펄튼 , 제프 펄튼 ","이수진 , 이성희 ",2012-01-09,9788979148985
자바스크립트 성능 최적화: High Performance JavaScript,니콜라스 자카스 ,한선용 ,2011-09-15,9788979148558
Head First C : 내공 있는 C 프로그래머로 이끌어주는 착한 안내서,"데이빗 그리피스 , 돈 그리피스 ",강권학 ,2012-11-08,9788979149760
"내 가게, 소셜커머스로 대박나기 : 소상공인을 위한 소셜커머스 활용 가이드 북","손미향 , 구현아 , 이지인 ",,2011-08-23,9788979148473
MongoDB 활용 가이드: 스케일링과 50가지 팁,크리스티나 초도로우 ,이진석 ,2011-12-09,9788979148862
초보자를 위한 안드로이드 스튜디오 : Hello World부터 채팅 앱과 벽돌깨기 게임까지,마츠오카 겐지 ,김성재 ,2016-01-22,9788968482564
프로그래밍은 상상이다,임백준 ,,2008-09-01,9788979145946
Ajax 디자인 패턴 for 웹 2.0,마이클 마헤모프(Michael Mahemoff) ,"정석모 , 김지원 ",2007-07-10,9788979144833
만들면서 배우는 HTML5 게임 프로그래밍: PC와 스마트폰을 한 번에 잡는 멀티 플랫폼 게임 프로그래밍,황동윤 ,,2013-06-22,9788968480225
전문가를 위한 C++ : C++ 11을 대하는 유쾌한 방법(개정판 1권),"마크 그레고리 , 니콜라스 솔터 , 스캇 클레퍼 ",권오인 ,2013-10-17,9788968480386
만들면서 배우는 기계 학습: 생각을 만드는 빅데이터 기술,오다카 토모히로 ,김성재 ,2012-06-18,9788979149234
jQuery Mobile(개정판),존 라이드 ,한선용 ,2012-01-19,9788979149067
게이미피케이션: 웹과 모바일 앱에 게임 기법 불어넣기,"게이브 지커맨 , 크리스토퍼 커닝햄 ","정진영 , 송준호 , 김지원 ",2012-04-18,9788979149197
세가의 신입 사원 교육 과정에서 배우는 게임 프로그래밍의 정석,히라야마 타카시 ,김성훈 ,2012-02-25,9788979148992
만들면서 배우는 HTML5+CSS3+jQuery,야무(지훈) ,,2012-03-12,9788979149104
도와주세요! 뉴(NEW) 아이패드가 생겼어요,이윤환 ,,2012-04-24,9788979149210
Effective Unit Testing : 클린 코드와 좋은 설계를 이끄는 단위 테스트,라쎄 코스켈라 ,이복연 ,2013-11-11,9788968480621
읽기 좋은 코드가 좋은 코드다: 더 나은 코드를 작성하는 간단하고 실전적인 테크닉,"더스틴 보즈웰 , 트레버 파우커 ",임백준 ,2012-04-26,9788979149142
모던 웹을 위한 HTML5 웹소켓 프로그래밍,"바네사 왕 , 프랭크 살림 , 피터 모스코비츠 ",김지원 ,2013-07-24,9788968480317
지금 당장 소셜마케팅 시작하라,조재형 ,,2014-02-25,9788994120744
MongoDB 완벽 가이드 : NoSQL의 진수를 만나다!,"크리스티나 초도로우 , 마이클 디롤프 ",윤진석 ,2011-05-19,9788979148251
누워서 읽는 퍼즐북 : 뉴욕의 프로그래머 임백준의 퍼즐이야기,임백준 ,,2010-01-15,9788979147193
모바일 플랫폼 비즈니스,류한석 ,,2012-04-02,9788994120270
예제로 쉽게 배우는 스프링 프레임워크 3.0,사카타 코이치 ,황선유 ,2012-02-25,9788979148879
이것이 안드로이드다,박성근 ,,2014-08-25,9788968481178
Head First Statistics: 실생활 예제로 배우는 정말 쉬운 통계 이야기,돈 그리피스 ,임백준 ,2012-04-26,9788979147278
뇌를 자극하는 C++ STL,공동환 ,,2012-04-26,9788979149135
"OpenCL 프로그래밍: 애플, AMD, NVIDIA, 인텔이 선택한 병렬처리의 표준",주식회사 Fixstars ,,2012-07-12,9788979149463
백만 방문자와 소통하는 소셜 홍보 마케팅,김진 ,,2015-09-18,9788968482236
Head First jQuery: 자바스크립트를 몰라도 배울 수 있는 제이쿼리,"라이언 베네디티 , 로넌 크랜리 ",한선용 ,2012-05-24,9788979149203
쇼핑몰 창업+운영+제작 북(인터넷 쇼핑몰 대표 강사와 함께하는),"정희전 , 착한사진연구소(남상욱 ",,2012-05-24,9788979149173
테스트 주도 개발 : 고품질 쾌속개발을 위한 TDD 실천법과 도구,채수원 ,,2010-06-08,9788979147261
백만 방문자와 소통하는 블로그 마케팅,조재형 ,,2015-06-28,9788968481994
도와주세요! 아이패드가 생겼어요,김태용 ,,2010-11-23,9788979147971
프로젝트로 배우는 HTML5+자바스크립트,지닌 마이어 ,김지원 ,2012-06-22,9788979149241
"Blog2Book, 자바 개발자도 쉽고 즐겁게 배우는 테스팅 이야기",이상민 ,,2009-12-09,9788979147124
"BACK TO THE BASIC, C++11 핵심 노트: 핵심 주제 12가지로 배우는 C++11",이주한 ,,2013-11-29,9788968486531
글로벌 소프트웨어를 꿈꾸다,김익환 ,,2010-09-28,9788979147452
스크럼 성공전략 : 성공하는 애자일을 위한 30가지 지름길,일란 골드스타인(Ilan Goldstein) ,박남혜 ,2014-09-02,9788968481239
"BACK TO THE BASIC, JAVA 핵심 요약 노트 : 빠르게 훑어보는 자바 프로그래밍",김흥래 ,,2013-03-27,9788968486098
백만 방문자와 소통하는 페이스북 마케팅,"종유진 , 최규문 ",,2016-10-10,9788968482601
윈도우 포렌식 실전 가이드 : 사이버 수사를 위한 최고의 실무 지침서,고원봉 ,,2010-10-28,9788979147766
유닉스 리눅스 명령어 사전(개정판),"우종경 , 박종오 ",,2010-11-25,9788979147933
스트럿츠 프레임워크 워크북,박재성 ,,2003-10-11,8979142544
불황을 이기는 색다른 쇼핑몰 COLOR & LAYOUT,"김정인 , 박혜진 , 라임기획 ",,2009-01-28,9788979146059
가장 쉽게 배우는 블로그 & 페이스북,"강진영 , 박순녀 ",,2015-11-26,9788968482441
알기 쉽게 풀어 쓴 웹로직과 EJB,김성박 ,,2004-04-14,8979142781
웹 표준 가이드: HTML5 + CSS3,존 앨섭(John Allsopp) ,"김지원 , 홍승표 ",2010-11-25,9788979147940
Objective-C : 맥과 아이폰 애플리케이션 프로그래밍,오기하라 타케시 ,신상재 ,2009-07-16,9788979146837
뇌를 자극하는 JSP & Servlet,김윤명 ,,2010-12-15,9788979147506
